symbol	old_symbol
PALB2	FLJ21816
PALB2	FANCN
PALD1	PALD
PALD1	KIAA1274
PALLD	KIAA0992
PALLD	SIH002
PALLD	CGI-151
PALLD-AS1	
PALM	KIAA0270
PALM	PALM1
PALM2	
PALM2AKAP2	PALM2-AKAP2
PALM3	
PALMD	FLJ20271
PALMD	PALML
PALMD	C1orf11
PAM	PAL
PAM	PHM
PAM16	Magmas
PAM16	Tim16
PAM16	TIMM16
PAMR1	RAMP
PAMR1	DKFZP586H2123
PAN2	KIAA0710
PAN2	hPAN2
PAN2	USP52
PAN3	
PAN3-AS1	
PANCR	
PANDAR	PANDA
PANK1	MGC24596
PANK1	PANK1a
PANK1	PANK1b
PANK1	PANK
PANK2	HSS
PANK2	FLJ11729
PANK2	PKAN
PANK2	HARP
PANK2	C20orf48
PANK2	NBIA1
PANK2-AS1	
PANK3	FLJ12899
PANK4	FLJ10782
PANO1	PANO
PANTR1	linc-Brn1a
PANTR1	linc-POU3F3
PANTR1	LINC01158
PANX1	MRS1
PANX1	UNQ2529
PANX1	PX1
PANX2	hPANX2
PANX2	PX2
PANX3	Px3
PAOX	PAO
PAPLN	MGC50452
PAPOLA	PAP
PAPOLA-DT	
PAPOLB	PAPT
PAPOLG	FLJ12972
PAPPA	PAPP-A
PAPPA	PAPPA1
PAPPA	IGFBP-4ase
PAPPA	PAPA
PAPPA	ASBABP2
PAPPA	DIPLA1
PAPPA-AS1	PAPPA-AS
PAPPA-AS1	DIPAS
PAPPA-AS1	TAF4B
PAPPA-AS1	TAF2C2
PAPPA-AS1	TAFII105
PAPPA-AS1	NCRNA00156
PAPPA-AS1	PAPPAS
PAPPA-AS2	AGU1
PAPPA2	PAPPE
PAPPA2	PAPP-A2
PAPPA2	PLAC3
PAPSS1	ATPSK1
PAPSS1	PAPSS
PAPSS2	ATPSK2
PAQR3	
PAQR4	FLJ30002
PAQR5	FLJ20190
PAQR5	MPRG
PAQR5-DT	
PAQR6	FLJ22672
PAQR6	PRdelta
PAQR7	mSR
PAQR7	MPRA
PAQR8	LMPB1
PAQR8	MPRB
PAQR8	C6orf33
PAQR9	FLJ41938
PAQR9-AS1	
PARAL1	
PARD3	PAR3
PARD3	PARD3A
PARD3	Bazooka
PARD3	Baz
PARD3	ASIP
PARD3	PPP1R118
PARD3-AS1	
PARD3B	Par3L
PARD3B	PAR3beta
PARD3B	ALS2CR19
PARD6A	PAR-6
PARD6A	PAR-6A
PARD6A	TAX40
PARD6A	PAR6alpha
PARD6A	TIP-40
PARD6B	PAR-6B
PARD6BP1	
PARD6G	PAR-6G
PARD6G	PAR6gamma
PARD6G-AS1	
PARG	
PARGP1	
PARK7	DJ-1
PARK7	DJ1
PARK7	GATD2
PARK7P1	
PARK7P2	
PARL	PRO2207
PARL	PSARL1
PARL	RHBDS1
PARL	PSARL
PARM1	DKFZP564O0823
PARM1	Cipar1
PARM1	WSC4
PARM1-AS1	
PARN	DAN
PARP1	PARP
PARP1	ARTD1
PARP1	PPOL
PARP1	ADPRT
PARP10	FLJ14464
PARP10	ARTD10
PARP11	ARTD11
PARP11	C12orf6
PARP11-AS1	
PARP12	FLJ22693
PARP12	PARP-12
PARP12	ZC3H1
PARP12	ARTD12
PARP12	ZC3HDC1
PARP14	KIAA1268
PARP14	pART8
PARP14	ARTD8
PARP15	FLJ40597
PARP15	pART7
PARP15	ARTD7
PARP16	FLJ20509
PARP16	FLJ25281
PARP16	pART15
PARP16	ARTD15
PARP16	C15orf30
PARP1P1	PPOLP1
PARP1P1	ADPRTP1
PARP1P2	PPOLP2
PARP1P2	ADPRTP2
PARP2	ARTD2
PARP2	ADPRTL2
PARP3	ADPRT3
PARP3	IRT1
PARP3	hPARP-3
PARP3	pADPRT-3
PARP3	ARTD3
PARP3	ADPRTL3
PARP4	VAULT3
PARP4	p193
PARP4	VPARP
PARP4	VWA5C
PARP4	ARTD4
PARP4	ADPRTL1
PARP4P1	PARP4PY1
PARP4P1	ADPRTL1P
PARP4P1	PARP4P
PARP4P2	
PARP4P3	ADPRTL4
PARP6	pART17
PARP6	ARTD17
PARP8	FLJ21308
PARP8	pART16
PARP8	ARTD16
PARP9	BAL
PARP9	BAL1
PARP9	ARTD9
PARPBP	FLJ20641
PARPBP	PARI
PARPBP	C12orf48
PARS2	DKFZp727A071
PART1	DKFZP586D0823
PART1	NCRNA00206
PARTICL	PARTICLE
PARVA	FLJ12254
PARVA	FLJ10793
PARVA	MXRA2
PARVB	CGI-56
PARVG	
PASD1	CT63
PASK	PASKIN
PASK	KIAA0135
PASK	STK37
PATE1	PATE
PATE2	UNQ3112
PATE2	LVLF3112
PATE2	PATE-M
PATE2	C11orf38
PATE3	PATE-DJ
PATE3	HEL-127
PATE4	FLJ41047
PATE4	PATE-B
PATJ	Cipp
PATJ	INADL
PATJ-DT	
PATL1	FLJ36874
PATL1	Pat1b
PATL2	Pat1a
PATZ1	MAZR
PATZ1	dJ400N23
PATZ1	ZBTB19
PATZ1	ZSG
PATZ1	RIAZ
PATZ1	PATZ
PATZ1	ZNF278
PAUPAR	
PAWR	par-4
PAWR	PAR4
PAWRP1	
PAWRP2	
PAX1	
PAX2	
PAX3	HUP2
PAX3	WS1
PAX4	MODY9
PAX5	BSAP
PAX6	D11S812E
PAX6	AN
PAX6	WAGR
PAX6	AN1
PAX6	AN2
PAX6-AS1	
PAX7	Hup1
PAX8	
PAX8-AS1	
PAX9	
PAXBP1	GCFC
PAXBP1	fSAP105
PAXBP1	C21orf66
PAXBP1	GCFC1
PAXBP1-AS1	GCFC1-AS1
PAXBP1P1	
PAXIP1	CAGF29
PAXIP1	CAGF28
PAXIP1	TNRC2
PAXIP1	PTIP
PAXIP1	PAXIP1L
PAXIP1-AS2	PAXIP1OS
PAXIP1-DT	PAXIP1-AS1
PAXX	XLS
PAXX	C9orf142
PBDC1	MGC874
PBDC1	CXorf26
PBK	TOPK
PBK	FLJ14385
PBK	Nori-3
PBK	SPK
PBK	CT84
PBLD	MAWBP
PBLD	MAWDBP
PBLD	FLJ14767
PBOV1	UC28
PBOV1	UROC28
PBRM1	BAF180
PBRM1	PB1
PBX1	
PBX1-AS1	
PBX2	G17
PBX2	HOX12
PBX2	PBX2MHC
PBX2P1	PBX2
PBX2P1	PBXP1
PBX3	
PBX4	
PBXIP1	HPIP
PC	PCB
PCA3	DD3
PCA3	NCRNA00019
PCA3	PCAT3
PCA3	PRUNE2-AS1
PCARE	FLJ34931
PCARE	RP54
PCARE	C2orf71
PCAT1	PCAT-1
PCAT1	PCA1
PCAT1	PiHL
PCAT14	
PCAT18	LINC01092
PCAT19	LINC01190
PCAT19	LOC100505495
PCAT2	PCA2
PCAT2	TCONS_00015167
PCAT29	
PCAT4	GDEP
PCAT4	PCAN1
PCAT4	PCA4
PCAT5	TPCAT-10-36067
PCAT5	LINC01452
PCAT6	ncRNA-a2
PCAT6	PCAN-R1
PCAT6	KDM5BAS1
PCAT6	onco-lncRNA-96
PCAT6	KDM5B-AS1
PCAT7	PCAN-R2
PCBD1	PCD
PCBD1	DCOH
PCBD1	PCBD
PCBD2	DCOHM
PCBD2	DCOH2
PCBP1	HNRPE1
PCBP1	hnRNP-E1
PCBP1	HNRPX
PCBP1	hnRNP-X
PCBP1-AS1	
PCBP2	HNRPE2
PCBP2	hnRNP-E2
PCBP2	HNRNPE2
PCBP2-OT1	TUC338
PCBP2-OT1	uc.338
PCBP2-OT1	TUC.338
PCBP2P1	
PCBP2P2	
PCBP2P3	
PCBP3	FLJ44028
PCBP3	PCBP3-OT1
PCBP3	PCBP3OT
PCBP3-AS1	
PCBP4	MCG10
PCBP4	LIP4
PCCA	
PCCA-AS1	
PCCA-DT	
PCCB	
PCDH1	pc42
PCDH10	OL-PCDH
PCDH10	KIAA1400
PCDH11X	PCDH-X
PCDH11X	PCDHX
PCDH11X	PPP1R119
PCDH11X	PCDH11
PCDH11Y	PCDHY
PCDH11Y	PCDH22
PCDH12	VE-cadherin-2
PCDH15	CDHR15
PCDH15	USH1F
PCDH15	DFNB23
PCDH17	PCDH68
PCDH17	PCH68
PCDH18	KIAA1562
PCDH18	PCDH68L
PCDH19	KIAA1313
PCDH19	EIEE9
PCDH19	EFMR
PCDH20	PCDH13
PCDH20	FLJ22218
PCDH7	BH-Pcdh
PCDH7	PPP1R120
PCDH8	PAPC
PCDH8	ARCADLIN
PCDH8P1	
PCDH9	
PCDH9-AS1	
PCDH9-AS2	
PCDH9-AS3	
PCDH9-AS4	
PCDHA@	CNR1
PCDHA@	CNRS1
PCDHA1	
PCDHA10	CNR8
PCDHA10	CRNR8
PCDHA10	CNRN8
PCDHA10	PCDH-ALPHA10
PCDHA10	CNRS8
PCDHA11	CNR7
PCDHA11	CRNR7
PCDHA11	CNRN7
PCDHA11	PCDH-ALPHA11
PCDHA11	CNRS7
PCDHA12	PCDH-ALPHA12
PCDHA13	CNR5
PCDHA13	CRNR5
PCDHA13	CNRN5
PCDHA13	PCDH-ALPHA13
PCDHA13	CNRS5
PCDHA14	CNR3
PCDHA14	CRNR3
PCDHA14	PCDH-PSI4
PCDHA14	CNRS3
PCDHA2	
PCDHA3	PCDH-ALPHA3
PCDHA4	CNR1
PCDHA4	CRNR1
PCDHA4	PCDH-ALPHA4
PCDHA4	CNRN1
PCDHA5	CNR6
PCDHA5	CRNR6
PCDHA5	CNRN6
PCDHA5	PCDH-ALPHA5
PCDHA5	CNRS6
PCDHA6	CNR2
PCDHA6	CRNR2
PCDHA6	PCDH-ALPHA6
PCDHA6	CNRS2
PCDHA7	CNR4
PCDHA7	CRNR4
PCDHA7	CNRS4
PCDHA8	
PCDHA9	KIAA0345
PCDHA9	PCDH-ALPHA9
PCDHAC1	
PCDHAC2	PCDH-ALPHA-C2
PCDHACT	PCDHAC
PCDHB@	PCDH3
PCDHB1	PCDH-BETA1
PCDHB10	
PCDHB11	PCDH-BETA11
PCDHB11	ME2
PCDHB12	PCDH-BETA12
PCDHB13	PCDH-BETA13
PCDHB14	PCDH-BETA14
PCDHB15	PCDH-BETA15
PCDHB16	PCDHB8a
PCDHB16	PCDH3X
PCDHB16	KIAA1621
PCDHB16	PCDH-BETA16
PCDHB16	ME1
PCDHB17P	PCDH-psi1
PCDHB17P	PCDHB17
PCDHB18P	PCDH-psi2
PCDHB18P	PCDHB18
PCDHB19P	PCDH-PSI5
PCDHB2	PCDH-BETA2
PCDHB3	PCDH-BETA3
PCDHB4	PCDH-BETA4
PCDHB5	DKFZp586B0217
PCDHB5	PCDH-BETA5
PCDHB6	PCDH-BETA6
PCDHB7	PCDH-BETA7
PCDHB8	PCDH-BETA8
PCDHB8	PCDH3I
PCDHB9	PCDH-BETA9
PCDHB9	PCDH3H
PCDHG@	PCDH2
PCDHG@	PCDH4
PCDHGA1	PCDH-GAMMA-A1
PCDHGA10	PCDH-GAMMA-A10
PCDHGA11	PCDH-GAMMA-A11
PCDHGA12	KIAA0588
PCDHGA12	FIB3
PCDHGA12	PCDH-GAMMA-A12
PCDHGA12	CDH21
PCDHGA2	PCDH-GAMMA-A2
PCDHGA3	PCDH-GAMMA-A3
PCDHGA4	PCDH-GAMMA-A4
PCDHGA5	CDH-GAMMA-A5
PCDHGA5	ME3
PCDHGA5	PCDH-GAMMA-A5
PCDHGA6	PCDH-GAMMA-A6
PCDHGA7	PCDH-GAMMA-A7
PCDHGA8	KIAA0327
PCDHGA8	PCDH-GAMMA-A8
PCDHGA9	PCDH-GAMMA-A9
PCDHGB1	PCDH-GAMMA-B1
PCDHGB2	PCDH-GAMMA-B2
PCDHGB3	PCDH-GAMMA-B3
PCDHGB4	FIB2
PCDHGB4	CDH20
PCDHGB4	PCDH-GAMMA-B4
PCDHGB5	PCDH-GAMMA-B5
PCDHGB6	PCDH-GAMMA-B6
PCDHGB7	ME6
PCDHGB7	PCDH-GAMMA-B7
PCDHGB8P	PCDH-PSI3
PCDHGB9P	PSI6
PCDHGC3	PC-43
PCDHGC3	PC43
PCDHGC3	PCDH-GAMMA-C3
PCDHGC3	PCDH2
PCDHGC4	PCDH-GAMMA-C4
PCDHGC5	PCDH-GAMMA-C5
PCDHGCT	PCDHGC
PCED1A	bA12M19.1
PCED1A	FLJ22376
PCED1A	C20orf81
PCED1A	FAM113A
PCED1B	MGC16044
PCED1B	FAM113B
PCED1B-AS1	
PCED1CP	
PCF11	KIAA0824
PCF11-AS1	ENST00000602322.1
PCGEM1	NCRNA00071
PCGEM1	LINC00071
PCGEM1	PCAT9
PCGF1	NSPC1
PCGF1	RNF68
PCGF1	MGC10882
PCGF2	MEL-18
PCGF2	ZNF144
PCGF2	RNF110
PCGF3	FLJ36550
PCGF3	DONG1
PCGF3	RNF3A
PCGF3	MGC40413
PCGF3	RNF3
PCGF5	MGC16202
PCGF5	RNF159
PCGF6	MBLR
PCGF6	RNF134
PCGF7P	RNF134P1
PCID2	FLJ11305
PCIF1	bA465L10.1
PCIF1	PPP1R121
PCIF1	CAPAM
PCIF1	C20orf67
PCK1	PEPCK-C
PCK2	PEPCK
PCK2	PEPCK2
PCLAF	NS5ATP9
PCLAF	OEATC-1
PCLAF	p15(PAF)
PCLAF	PAF15
PCLAF	KIAA0101
PCLO	KIAA0559
PCLO	DKFZp779G1236
PCLO	ACZ
PCM1	PTC4
PCMT1	
PCMTD1	FLJ10883
PCMTD1P1	
PCMTD1P2	
PCMTD1P3	
PCMTD1P4	
PCMTD1P5	
PCMTD1P6	
PCMTD1P7	
PCMTD1P8	
PCMTD2	FLJ10883
PCMTD2	C20orf36
PCNA	
PCNA-AS1	PCNAAS
PCNA-AS1	PCNA-AS
PCNAP1	p1PCNA
PCNAP2	pF2PCNA
PCNAP3	
PCNAP4	
PCNP	
PCNPP1	PCNPP
PCNPP2	
PCNPP3	
PCNPP4	
PCNPP5	
PCNT	KEN
PCNT	KIAA0402
PCNT	PCN
PCNT	PCNTB
PCNT	SCKL4
PCNT	PCNT2
PCNX1	KIAA0995
PCNX1	KIAA0805
PCNX1	pecanex
PCNX1	PCNXL1
PCNX1	PCNX
PCNX2	KIAA0435
PCNX2	FLJ11383
PCNX2	PCNXL2
PCNX3	FLJ22427
PCNX3	PCNXL3
PCNX4	C14orf135
PCNX4	PCNXL4
PCOLCE	PCPE
PCOLCE	PCPE1
PCOLCE-AS1	
PCOLCE2	PCPE2
PCOTH	C1QTNF9B-AS1
PCOTHP1	
PCP2	MGC41903
PCP2	GPSM4
PCP4	PEP-19
PCP4L1	IQM1
PCSEAT	PRCAT38
PCSK1	PC1
PCSK1	PC3
PCSK1	SPC3
PCSK1	NEC1
PCSK1N	SAAS
PCSK1N	SgVIII
PCSK1N	SCG8
PCSK1N	proSAAS
PCSK1N	PEN
PCSK1N	BigLEN
PCSK2	PC2
PCSK2	SPC2
PCSK2	NEC2
PCSK4	PC4
PCSK4	SPC5
PCSK4	DKFZp434B217
PCSK4	MGC34749
PCSK5	PC5
PCSK5	PC6
PCSK5	SPC6
PCSK6	SPC4
PCSK6	PACE4
PCSK6-AS1	
PCSK7	PC7
PCSK7	PC8
PCSK7	LPC
PCSK7	SPC7
PCSK9	NARC-1
PCSK9	FH3
PCSK9	HCHOLA3
PCTP	STARD2
PCYOX1	KIAA0908
PCYOX1	PCL1
PCYOX1L	MGC3265
PCYT1A	CT
PCYT1A	CTPCT
PCYT1A	PCYT1
PCYT1B	CCT-beta
PCYT1B	CTB
PCYT1B-AS1	
PCYT2	ET
PDAP1	PAP1
PDAP1	PAP
PDAP1	HASPP28
PDC	MEKA
PDC-AS1	
PDCD1	CD279
PDCD1	PD1
PDCD1	hSLE1
PDCD1	PD-1
PDCD1	SLEB2
PDCD10	TFAR15
PDCD10	CCM3
PDCD11	KIAA0185
PDCD11	ALG-4
PDCD11	RRP5
PDCD11	NFBP
PDCD1LG2	PD-L2
PDCD1LG2	Btdc
PDCD1LG2	PDL2
PDCD1LG2	bA574F11.2
PDCD1LG2	CD273
PDCD1LG2	B7-DC
PDCD2	ZMYND7
PDCD2	RP8
PDCD2L	MGC13096
PDCD4	H731
PDCD4-AS1	
PDCD5	TFAR19
PDCD5	MGC9294
PDCD5P1	
PDCD5P2	
PDCD6	ALG-2
PDCD6	PEF1B
PDCD6-AHRR	
PDCD6IP	Alix
PDCD6IP	AIP1
PDCD6IP	Hp95
PDCD6IP-DT	
PDCD6IPP1	
PDCD6IPP2	
PDCD7	HES18
PDCD7	ES18
PDCL	PhLP
PDCL	DKFZp564M1863
PDCL2	GCPHLP
PDCL2P1	
PDCL2P2	
PDCL3	VIAF1
PDCL3P1	
PDCL3P2	
PDCL3P3	
PDCL3P4	
PDCL3P5	
PDCL3P6	
PDCL3P7	
PDE10A	
PDE11A	
PDE11A-AS1	
PDE12	DKFZp667B1218
PDE12	2'-PDE
PDE12	3635
PDE1A	
PDE1B	PDES1B
PDE1C	Hcam3
PDE2A	
PDE2A-AS1	
PDE2A-AS2	
PDE3A	CGI-PDE
PDE3B	HcGIP1
PDE4A	DPDE2
PDE4B	DPDE4
PDE4B-AS1	
PDE4C	DPDE1
PDE4D	DPDE3
PDE4DIP	KIAA0477
PDE4DIP	KIAA0454
PDE4DIP	MMGL
PDE4DIP	CMYA2
PDE4DIPP1	
PDE4DIPP10	
PDE4DIPP2	
PDE4DIPP3	
PDE4DIPP4	
PDE4DIPP5	
PDE4DIPP6	
PDE4DIPP7	
PDE4DIPP8	
PDE4DIPP9	
PDE5A	
PDE6A	RP43
PDE6A	PDEA
PDE6B	CSNB3
PDE6B	rd1
PDE6B	RP40
PDE6B	CSNBAD2
PDE6B	PDEB
PDE6B-AS1	
PDE6C	PDEA2
PDE6C	ACHM5
PDE6C	COD4
PDE6D	JBTS22
PDE6G	RP57
PDE6G	PDEG
PDE6H	
PDE7A	HCP1
PDE7A-DT	
PDE7B	
PDE8A	HsT19550
PDE8B	
PDE9A	
PDE9A-AS1	
PDF	
PDGFA	PDGF1
PDGFA	PDGF-A
PDGFB	SSV
PDGFB	SIS
PDGFC	SCDGF
PDGFC	fallotein
PDGFD	SCDGF-B
PDGFD	MSTP036
PDGFD	IEGF
PDGFRA	CD140a
PDGFRA	PDGFR2
PDGFRA	GAS9
PDGFRB	JTK12
PDGFRB	CD140b
PDGFRB	PDGFR1
PDGFRB	PDGFR
PDGFRL	PRLTS
PDGFRL2P	
PDHA1	PDHA
PDHA1P1	
PDHA2	PDHAL
PDHB	PDHE1B
PDHX	E3BP
PDHX	proX
PDHX	PDX1
PDHX	OPDX
PDHX	DLDBP
PDIA2	PDA2
PDIA2	PDI
PDIA2	PDIR
PDIA2	PDIP
PDIA3	P58
PDIA3	ERp61
PDIA3	ERp57
PDIA3	ERp60
PDIA3	GRP57
PDIA3	PI-PLC
PDIA3	HsT17083
PDIA3	GRP58
PDIA3P1	GRP58P
PDIA3P1	PDIA3P
PDIA3P2	
PDIA4	ERP70
PDIA4	ERP72
PDIA5	PDIR
PDIA5	FLJ30401
PDIA6	P5
PDIA6	ERp5
PDIA6	TXNDC7
PDIK1L	CLIK1L
PDILT	PDIA7
PDK1	
PDK1P1	
PDK1P2	
PDK2	PDHK2
PDK3	
PDK4	
PDLIM1	CLP-36
PDLIM1	hCLIM1
PDLIM1	CLP36
PDLIM1	CLIM1
PDLIM1P1	PDLIM1P
PDLIM1P2	
PDLIM1P3	
PDLIM1P4	
PDLIM2	
PDLIM3	ALP
PDLIM4	RIL
PDLIM5	LIM
PDLIM5	Enh
PDLIM7	ENIGMA
PDP1	PDP
PDP1	PDH
PDP1	PPM2A
PDP1	PPM2C
PDP2	KIAA1348
PDP2	PPM2C2
PDP2	PPM2B
PDPK1	PDK1
PDPK2P	
PDPN	T1A-2
PDPN	Gp38
PDPN	aggrus
PDPN	GP40
PDPN	PA2.26
PDPR	PDP3
PDPR2P	
PDRG1	dJ310O13.3
PDRG1	C20orf126
PDS5A	KIAA0648
PDS5A	PIG54
PDS5A	SCC-112
PDS5B	AS3
PDS5B	KIAA0979
PDS5B	FLJ23236
PDS5B	CG008
PDS5B	APRIN
PDSS1	TPT
PDSS1	COQ1
PDSS1	COQ1A
PDSS1	TPRT
PDSS1P1	
PDSS1P2	
PDSS2	bA59I9.3
PDSS2	COQ1B
PDSS2	C6orf210
PDX1	IDX-1
PDX1	STF-1
PDX1	PDX-1
PDX1	MODY4
PDX1	IPF1
PDXDC1	KIAA0251
PDXDC2P	DKFZp761H1120
PDXDC2P	PDXDC2
PDXK	PNK
PDXK	PKH
PDXK	FLJ21324
PDXK	PRED79
PDXK	FLJ31940
PDXK	MGC15873
PDXK	C21orf97
PDXK	C21orf124
PDXP	dJ37E16.5
PDXP	FLJ32703
PDXP	CIN
PDXP-DT	
PDYN	PENKB
PDYN	ADCA
PDYN	SCA23
PDYN-AS1	
PDZD11	PDZK11
PDZD2	KIAA0300
PDZD2	PDZK3
PDZD3	FLJ22756
PDZD3	IKEPP
PDZD3	PDZK2
PDZD4	KIAA1444
PDZD4	LU1
PDZD4	FLJ34125
PDZD4	PDZRN4L
PDZD4	LNX5
PDZD4	PDZK4
PDZD7	FLJ23209
PDZD7	bA108L7.8
PDZD7	PDZK7
PDZD7	DFNB57
PDZD8	bA129M16.2
PDZD8	FLJ34427
PDZD8	PDZK8
PDZD9	MGC50721
PDZD9	C16orf65
PDZK1	PDZD1
PDZK1	NHERF3
PDZK1IP1	DD96
PDZK1IP1	MAP17
PDZK1IP1	SPAP
PDZK1P1	OTTHUMT00000038524
PDZK1P1	OTTHUMG00000074107
PDZK1P1	PDZK1P2
PDZPH1P	
PDZRN3	KIAA1095
PDZRN3	SEMACAP3
PDZRN3	LNX3
PDZRN3	SEMCAP3
PDZRN3-AS1	
PDZRN4	DKFZp434B0417
PDZRN4	LNX4
PDZRN4	FLJ33777
PDZRN4	IMAGE5767589
PEA15	HMAT1
PEA15	MAT1
PEA15	PED
PEA15	PEA-15
PEA15	MAT1H
PEA15	HUMMAT1H
PEA15	PED-PEA15
PEA15	PED/PEA15
PEAK1	KIAA2002
PEAK1	sgk269
PEAK3	FLJ45778
PEAK3	C19orf35
PEAR1	JEDI
PEAR1	FLJ00193
PEAR1	MEGF12
PEBP1	RKIP
PEBP1	HCNP
PEBP1	PEBP
PEBP1	PBP
PEBP1P1	PBPP1
PEBP1P2	
PEBP1P3	
PEBP4	MGC22776
PEBP4	CORK1
PEBP4	hPEBP4
PECAM1	CD31
PECR	HSA250303
PECR	TERP
PECR	SDR29C1
PEDS1	Kua
PEDS1	CarF
PEDS1	TMEM189
PEDS1-UBE2V1	Kua-UEV
PEDS1-UBE2V1	CROC-1B
PEDS1-UBE2V1	TMEM189-UBE2V1
PEF1	PEF1A
PEF1-AS1	
PEG10	KIAA1051
PEG10	HB-1
PEG10	MEF3L
PEG10	RGAG3
PEG10	Mar2
PEG10	Mart2
PEG10	SIRH1
PEG10	RTL2
PEG13	
PEG3	ZKSCAN22
PEG3	KIAA0287
PEG3	ZNF904
PEG3	ZSCAN24
PEG3-AS1	APEG3
PEG3-AS1	NCRNA00155
PEG3-AS1	PEG3AS
PEG3-AS1	PEG3-AS
PELATON	GCRL1
PELATON	LINC01272
PELATON	SMIM25
PELI1	
PELI2	
PELI3	MGC35521
PELO	
PELP1	MNAR
PEMT	PEMPT
PEMT	PEMT2
PENK	
PEPB	
PEPC	
PEPD	
PEPE	
PER1	RIGUI
PER1	PER
PER2	KIAA0347
PER3	
PER3P1	PER4
PERCC1	
PERM1	MGC13275
PERM1	RP11-54O7.8
PERM1	C1orf170
PERP	PIGPC1
PERP	dJ496H19.1
PERP	KCP1
PERP	THW
PERP	KRTCAP1
PES1	PES
PES1	NOP7
PES1P1	
PES1P2	RP11-284P20.2
PET100	C19orf79
PET117	CSRP2BP
PEX1	ZWS1
PEX1	ZWS
PEX10	RNF69
PEX11A	PEX11-ALPHA
PEX11A	MGC119947
PEX11A	MGC138534
PEX11B	
PEX11G	
PEX12	
PEX12P1	
PEX13	
PEX14	
PEX16	
PEX19	HK33
PEX19	D1S2223E
PEX19	PMP1
PEX19	PMPI
PEX19	PXMP1
PEX19	PXF
PEX2	PMP35
PEX2	PAF-1
PEX2	RNF72
PEX2	ZWS3
PEX2	PXMP3
PEX26	FLJ20695
PEX3	
PEX5	PTS1R
PEX5	PXR1
PEX5L	PEX5R
PEX5L	PXR2
PEX5L	TRIP8b
PEX5L-AS1	
PEX5L-AS2	
PEX6	PXAAA1
PEX6	PAF-2
PEX7	PTS2R
PEX7	RD
PF4	SCYB4
PF4	CXCL4
PF4V1	SCYB4V1
PF4V1	CXCL4V1
PF4V1	CXCL4L1
PFAS	PURL
PFAS	FGARAT
PFAS	KIAA0361
PFAS	GATD8
PFDN1	PFD1
PFDN2	
PFDN4	PFD4
PFDN4	C-1
PFDN4	C1
PFDN5	PFD5
PFDN5	MM-1
PFDN6	KE-2
PFDN6	H2-KE2
PFDN6	PFD6
PFDN6	HKE2
PFKFB1	PFRX
PFKFB2	
PFKFB3	
PFKFB4	
PFKL	
PFKM	PFK-1
PFKM	PPP1R122
PFKM	PFKX
PFKP	PFK-C
PFKP	PFKF
PFKP-DT	
PFN1	
PFN1P1	
PFN1P10	
PFN1P11	
PFN1P12	
PFN1P2	COAS3
PFN1P2	C1orf152
PFN1P3	
PFN1P4	PFN1P5
PFN1P6	PFN1P7
PFN1P8	
PFN1P9	
PFN2	
PFN3	
PFN4	
PFN5P	
PGA3	
PGA4	
PGA5	
PGAM1	PGAM-B
PGAM1	PGAMA
PGAM1P1	
PGAM1P10	
PGAM1P11	
PGAM1P12	
PGAM1P13	
PGAM1P2	
PGAM1P3	
PGAM1P4	
PGAM1P5	
PGAM1P6	
PGAM1P7	
PGAM1P8	
PGAM1P9	
PGAM2	PGAM-M
PGAM3P	dJ1128N12.1
PGAM4	dJ1000K24.1
PGAM4	PGAM3
PGAM4	PGAM-B
PGAM4	PGAM1
PGAM4P1	
PGAM4P2	
PGAM5	MGC5352
PGAM5	BXLBv68
PGAM5P1	
PGAP1	FLJ12377
PGAP1	Bst1
PGAP1	SPG67
PGAP2	FRAG1
PGAP2	CWH43-N
PGAP2	MRT21
PGAP2	MRT17
PGAP3	MGC9753
PGAP3	CAB2
PGAP3	PP1498
PGAP3	PER1
PGAP3	PERLD1
PGAP4	MGC12992
PGAP4	C9orf125
PGAP4	TMEM246
PGAP6	M83
PGAP6	TMEM6
PGAP6	TMEM8
PGAP6	TMEM8A
PGBD1	HUCEP-4
PGBD1	dJ874C20.4
PGBD1	SCAND4
PGBD2	
PGBD3	FLJ90201
PGBD3P1	
PGBD3P2	
PGBD3P3	
PGBD3P4	
PGBD4	FLJ32638
PGBD4	FLJ37497
PGBD4P1	
PGBD4P2	
PGBD4P3	
PGBD4P4	
PGBD4P5	
PGBD4P6	
PGBD4P7	
PGBD4P8	
PGBD5	DKFZp761A0620
PGBD5	FLJ11413
PGBP	PGCP1
PGC	
PGD	
PGDP1	PGDL1
PGDP2	
PGF	PlGF-2
PGF	SHGC-10760
PGF	D12S1900
PGF	PIGF
PGF	PLGF
PGF	PlGF
PGF	PGFL
PGGHG	FLJ22635
PGGHG	ATHL1
PGGT1B	GGTI
PGGT1B	BGGI
PGGT1BP1	
PGGT1BP2	
PGK1	
PGK1P1	
PGK1P2	
PGK2	PGKPS
PGK2	PGK-2
PGLS	6PGL
PGLS-DT	
PGLYRP1	TAG7
PGLYRP1	PGRP
PGLYRP1	PGRP-S
PGLYRP1	PGRPS
PGLYRP1	TNFSF3L
PGLYRP1	PGLYRP
PGLYRP2	PGRP-L
PGLYRP2	PGLYRPL
PGLYRP2	TAGL-like
PGLYRP2	tagL
PGLYRP2	tagL-alpha
PGLYRP2	tagl-beta
PGLYRP2	PGRPL
PGLYRP3	PGRPIA
PGLYRP3	PGLYRPIalpha
PGLYRP3	PGRP-Ialpha
